Record_number,Ref,Study_number,Country,Region,City,Site_name,Lat,Long,K_ppen_CC,Vegetation,Species,Family,Growth_habit,Senesced_sample_method,MAT,TAP,Elevation,C_green_leaf,C_senesced_leaf,N_green_leaf,N_senesced_leaf,P_green_leaf,P_senesced_leaf,K_green_leaf,K_senesced_leaf,Ca_green_leaf,Ca_senesced_leaf,Mg_green_leaf,Mg_senesced_leaf,Spec_area_green_leaf,Spec_area_senesced_leaf,Area_green_leaf,Area_senesced_leaf,Mass_green_leaf,Mass_senesced_leaf,Leaf_loss,Leaf_shrink
958,Chapin & Kedrowski (1983),10,Sweden,,,,,,D,,Sorbus aria,Rosaceae,Tree (deciduous),,,,,,,,,0.57,0.39,,,,,,,,,,,,,6,
959,Chapin & Kedrowski (1983),10,Sweden,,,,,,D,,Betula pubescens,Betulaceae,Tree (deciduous),,,,,,,,,0.26,0.2,,,,,,,,,,,,,39,
960,Chapin & Kedrowski (1983),10,USA,MN,,,,,D,,Larix laricina,Pinaceae,Conifers,,,,,,,2.15,1.2,0.25,0.25,0.65,0.33,,,,,,,,,,,0,
961,Chapin & Kedrowski (1983),10,USA,MN,,,,,D,,Larix laricina,Pinaceae,Conifers,,,,,,,1.35,0.78,0.25,0.25,0.45,0.23,,,,,,,,,,,0,
962,Chapin & Kedrowski (1983),10,USA,MN,,,,,D,,Larix laricina,Pinaceae,Conifers,,,,,,,1.1,0.45,0.17,0.17,0.55,0.37,,,,,,,,,,,0,
963,Chapin & Kedrowski (1983),10,USA,MN,,,,,D,,Populus tremuloides,Salicaceae,Tree (deciduous),,,,,,,2.11,0.74,0.18,0.1,0.83,0.34,,,,,,,,,,,,
964,Chapin & Kedrowski (1983),10,USA,WA,,,,,D,,Pseudotsuga menziesii,Pinaceae,Conifers,,,,,,,0.96,0.57,,,,,,,,,,,,,,,,
965,Chapin & Kedrowski (1983),10,USA,NH,,,,,D,,Betula alleghaniensis,Betulaceae,Tree (deciduous),,,,,,,2.3,1.17,0.17,0.11,0.9,0.49,,,,,,,,,,,7,
966,Chapin & Kedrowski (1983),10,USA,NY,,,,,D,,Quercus alba,Fagaceae,Tree (deciduous),,,,,,,1,0.51,0.09,0.03,0.69,0.32,,,,,,,,,,,0,
967,Chapin & Kedrowski (1983),10,USA,NY,,,,,D,,Quercus coccinea,Fagaceae,Tree (deciduous),,,,,,,1.05,0.45,0.06,0.01,0.62,0.24,,,,,,,,,,,6,
968,Chapin & Kedrowski (1983),10,USA,NY,,,,,D,,Pinus rigida,Pinaceae,Conifers,,,,,,,1.2,0.34,0.07,0.01,0.57,0.09,,,,,,,,,,,8,
969,Chapin & Kedrowski (1983),10,Poland,,,,,,D,,Pinus sylvestris,Pinaceae,Conifers,,,,,,,,,,,,,,,,,,,,,,,32,
970,Chapin & Kedrowski (1983),10,Poland,,,,,,D,,Carpinus betulus,Betulaceae,Tree (deciduous),,,,,,,,,,,,,,,,,,,,,,,27,
971,Chapin & Kedrowski (1983),10,Poland,,,,,,D,,Betula verrucosa,Betulaceae,Tree (deciduous),,,,,,,,,,,,,,,,,,,,,,,0,
972,Chapin & Kedrowski (1983),10,Poland,,,,,,D,,Quercus robur,Fagaceae,Tree (deciduous),,,,,,,,,,,,,,,,,,,,,,,6,
973,Chapin & Kedrowski (1983),10,Poland,,,,,,D,,Tilia cordata,Malvaceae,Tree (deciduous),,,,,,,,,,,,,,,,,,,,,,,0,
974,Chapin & Kedrowski (1983),10,Poland,,,,,,D,,Vaccinium myrtillus,Ericaceae,Tree (deciduous),,,,,,,,,,,,,,,,,,,,,,,6,
975,Chapin & Kedrowski (1983),10,Poland,,,,,,D,,Frangula alnus,Rhamnaceae,Tree (deciduous),,,,,,,,,,,,,,,,,,,,,,,0,
976,Chapin & Kedrowski (1983),10,Poland,,,,,,D,,Alnus glutinosa,N-fixer Betulaceae,Tree (deciduous),,,,,,,,,,,,,,,,,,,,,,,0,
977,Chapin & Kedrowski (1983),10,Germany,,,,,,D,,Fagus sylvatica,Fagaceae,Tree (deciduous),,,,,,,2.2,1.06,0.16,0.1,1.33,0.73,,,,,,,,,,,22,
978,Chapin & Kedrowski (1983),10,USA,CA,,,,,C,,Quercus gambelii,Fagaceae,Tree (deciduous),,,,,,,,,,,,,,,,,,,,,,,12,
979,Chapin & Kedrowski (1983),10,USA,CA,,,,,C,,Quercus kelloggii,Fagaceae,Tree (deciduous),,,,,,,,,,,,,,,,,,,,,,,1,
980,Chapin & Kedrowski (1983),10,USA,TN,,,,,C,,Pinus taeda,Pinaceae,Conifers,,,,,,,1.2,0.68,0.1,0.04,0.61,0.26,,,,,,,,,,,6,
981,Chapin & Kedrowski (1983),10,USA,TN,,,,,C,,Pinus echinata,Pinaceae,Conifers,,,,,,,1.3,0.51,0.08,0.04,0.77,0.32,,,,,,,,,,,53,
982,Chapin & Kedrowski (1983),10,USA,TN,,,,,C,,Quercus rubra,Fagaceae,Tree (deciduous),,,,,,,1.8,1.1,0.09,0.07,1,0.76,,,,,,,,,,,9,
983,Chapin & Kedrowski (1983),10,USA,TN,,,,,C,,Quercus alba,Fagaceae,Tree (deciduous),,,,,,,1.92,1.23,0.1,0.08,1.2,1.09,,,,,,,,,,,29,
984,Chapin & Kedrowski (1983),10,USA,TN,,,,,C,,Quercus prinus,Fagaceae,Tree (deciduous),,,,,,,1.88,0.79,0.08,0.03,1.03,0.72,,,,,,,,,,,16,
985,Chapin & Kedrowski (1983),10,USA,TN,,,,,C,,Liriodendron tulipifera,Magnoliaceae,Tree (deciduous),,,,,,,2,1.14,0.11,0.04,1.4,0.66,,,,,,,,,,,24,
986,Chapin & Kedrowski (1983),10,USA,TN,,,,,C,,Acer rubrum,Sapindaceae,Tree (deciduous),,,,,,,1.8,0.49,0.13,0.03,0.8,0.12,,,,,,,,,,,60,
987,Chapin & Kedrowski (1983),10,USA,TN,,,,,C,,Nyssa sylvatica,Cornaceae,Tree (deciduous),,,,,,,1.9,0.53,0.13,0.04,1.3,0.64,,,,,,,,,,,43,
988,Chapin & Kedrowski (1983),10,USA,TN,,,,,C,,Oxydendrum arboreum,Ericaceae,Tree (deciduous),,,,,,,2.02,0.87,0.12,0.09,1.2,0.96,,,,,,,,,,,34,
989,Chapin & Kedrowski (1983),10,USA,TN,,,,,C,,Carya tomentosa,Juglandaceae,Tree (deciduous),,,,,,,1.98,0.53,0.1,0.03,1.2,0.52,,,,,,,,,,,32,
990,Chapin & Kedrowski (1983),10,New Zealand,,,,,,C,,Nothofagus truncata,Fagaceae,Tree (deciduous),,,,,,,1.4,1.11,0.1,0.1,0.45,0.27,,,,,,,,,,,0,
991,Chapin & Kedrowski (1983),10,USA,MS,,,,,C,,Populus deltoides,Salicaceae,Tree (deciduous),,,,,,,2.6,0.68,0.18,0.02,1.5,0.35,,,,,,,,,,,56,
992,Chapin & Kedrowski (1983),10,Venezuela,,,,,,A,,Genipa caruto,Rubiaceae,Tree (deciduous),,,,,,,1.8,0.97,0.1,0.05,1.98,0.67,,,,,,,,,,,,
993,Chapin & Kedrowski (1983),10,Venezuela,,,,,,A,,Luenea candida,Malvaceae,Tree (deciduous),,,,,,,1.83,0.99,0.15,0.08,3.86,0.77,,,,,,,,,,,,
994,Chapin & Kedrowski (1983),10,Venezuela,,,,,,A,,Godmania macrocarpa,Bignoniaceae,Tree (deciduous),,,,,,,1.6,0.77,0.08,0.03,0.65,0.25,,,,,,,,,,,,
995,Chapin & Kedrowski (1983),10,Venezuela,,,,,,A,,Curatella americana,Dilleniaceae,Tree (evergreen),,,,,,,0.93,0.46,0.08,0.01,0.83,0.41,,,,,,,,,,,,
996,Chapin & Kedrowski (1983),10,Venezuela,,,,,,A,,Byrsonima crassifolia,Malpighiaceae,Tree (evergreen),,,,,,,0.8,0.57,0.04,0.02,0.54,0.14,,,,,,,,,,,,
944,Chapin & Moilanen (1991),11,USA,AK,Fairbanks,University of Alaska,65.9,-147.8,E,,Birches,Betulaceae,Tree (deciduous),,-3,400,200,,,,,,,,,,,,,,,,,,,24,
945,Chapin & Moilanen (1991),11,USA,AK,Fairbanks,University of Alaska,65.9,-147.8,E,,Birches,Betulaceae,Tree (deciduous),,-3,400,200,,,,,,,,,,,,,,,,,,,22,
946,Chapin & Moilanen (1991),11,USA,AK,Fairbanks,University of Alaska,65.9,-147.8,E,,Birches,Betulaceae,Tree (deciduous),,-3,400,200,,,,,,,,,,,,,,,,,,,11,
947,Chapin & Moilanen (1991),11,USA,AK,Fairbanks,University of Alaska,65.9,-147.8,E,,Birches,Betulaceae,Tree (deciduous),,-3,400,200,,,,,,,,,,,,,,,,,,,1,
714,Chapin & Shaver (1989),12,USA,AK,,Toolik Lake,68.5,-149.4,E,,Eriophorum vaginatum,Cyperaceae,Graminoid,Picked from the plant,-8,200,760,,,1.89,0.52,0.24,0.06,,,,,,,,,,,,,,
715,Chapin & Shaver (1989),12,USA,AK,,Toolik Lake,68.5,-149.4,E,,Carex bigelowii,Cyperaceae,Graminoid,Picked from the plant,-8,200,760,,,2.7,0.68,0.24,0.04,,,,,,,,,,,,,,
716,Chapin & Shaver (1989),12,USA,AK,,Toolik Lake,68.5,-149.4,E,,Calamagrostis canadensis,Poaceae,Graminoid,Picked from the plant,-8,200,760,,,2.33,1.52,0.28,0.16,,,,,,,,,,,,,,
717,Chapin & Shaver (1989),12,USA,AK,,Toolik Lake,68.5,-149.4,E,,Betula nana,Betulaceae,Tree (deciduous),Picked from the plant,-8,200,760,,,2.44,0.92,0.23,0.09,,,,,,,,,,,,,0,
718,Chapin & Shaver (1989),12,USA,AK,,Toolik Lake,68.5,-149.4,E,,Salix pulchra,Salicaceae,Tree (deciduous),Picked from the plant,-8,200,760,,,2.38,0.9,0.19,0.07,,,,,,,,,,,,,15,
719,Chapin & Shaver (1989),12,USA,AK,,Toolik Lake,68.5,-149.4,E,,Arctostaphylos alpina,Ericaceae,Tree (deciduous),Picked from the plant,-8,200,760,,,1.61,0.56,0.25,0.14,,,,,,,,,,,,,0,
720,Chapin & Shaver (1989),12,USA,AK,,Toolik Lake,68.5,-149.4,E,,Ledum palustre,Ericaceae,Tree (evergreen),Picked from the plant,-8,200,760,,,1.41,0.82,0.12,0.07,,,,,,,,,,,,,18,
721,Chapin & Shaver (1989),12,USA,AK,,Toolik Lake,68.5,-149.4,E,,Empetrum nigrum,Ericaceae,Tree (evergreen),Picked from the plant,-8,200,760,,,0.93,0.45,0.08,0.04,,,,,,,,,,,,,46,
722,Chapin & Shaver (1989),12,USA,AK,,Toolik Lake,68.5,-149.4,E,,Polygonum bistorta,Polygonaceae,Forb,Picked from the plant,-8,200,760,,,2.94,1.16,0.27,0.07,,,,,,,,,,,,,3,
723,Chapin & Shaver (1989),12,USA,AK,,Toolik Lake,68.5,-149.4,E,,Petasites frigidus,Asteraceae,Forb,Picked from the plant,-8,200,760,,,2.38,0.85,0.26,0.06,,,,,,,,,,,,,47,
724,Chapin & Shaver (1989),12,USA,AK,,Toolik Lake,68.5,-149.4,E,,Epilobium latifolium,Onagraceae,Forb,Picked from the plant,-8,200,760,,,1.89,0.96,0.26,0.15,,,,,,,,,,,,,0,
112,Chuyong et al. 2000 ,13,Cameroon,,,Korup National Park,5.2,9,A,Semi-decid rain forest,Strephonema pseudocola ,Combretaceae ,Tree (evergreen),Litterfall traps cleared every 2 weeks,26,5200,50,,,1.19,1.07,0.08,0.05,0.76,0.46,0.93,1.51,0.21,0.2,,,,,,,,
113,Chuyong et al. 2000 ,13,Cameroon,,,Korup National Park,5.2,9,A,Semi-decid rain forest,Klaineanthus gaboniae ,Euphorbiaceae ,Tree (evergreen),Litterfall traps cleared every 2 weeks,26,5200,50,,,2.25,1.55,0.1,0.06,0.74,0.57,0.9,1.07,0.31,0.37,,,,,,,,
114,Chuyong et al. 2000 ,13,Cameroon,,,Korup National Park,5.2,9,A,Semi-decid rain forest,Anthonotha fragrans ,N-fixer Fabaceae ,Tree (evergreen),Litterfall traps cleared every 2 weeks,26,5200,50,,,1.92,1.73,0.14,0.08,0.84,0.7,0.6,0.73,0.24,0.24,,,,,,,,
115,Chuyong et al. 2000 ,13,Cameroon,,,Korup National Park,5.2,9,A,Semi-decid rain forest,Berlinia bracteosa ,N-fixer Fabaceae ,Tree (evergreen),Litterfall traps cleared every 2 weeks,26,5200,50,,,2.2,1.89,0.16,0.14,1.74,1.2,1.66,1.6,0.49,0.38,,,,,,,,
116,Chuyong et al. 2000 ,13,Cameroon,,,Korup National Park,5.2,9,A,Semi-decid rain forest,Didelotia africana ,N-fixer Fabaceae ,Tree (evergreen),Litterfall traps cleared every 2 weeks,26,5200,50,,,1.97,1.85,0.12,0.09,0.66,0.49,0.75,1,0.24,0.23,,,,,,,,
117,Chuyong et al. 2000 ,13,Cameroon,,,Korup National Park,5.2,9,A,Semi-decid rain forest,Hymenostegia afzelii ,N-fixer Fabaceae ,Tree (deciduous),Litterfall traps cleared every 2 weeks,26,5200,50,,,2.89,2.01,0.16,0.09,0.89,0.56,0.62,1.01,0.21,0.25,,,,,,,,
118,Chuyong et al. 2000 ,13,Cameroon,,,Korup National Park,5.2,9,A,Semi-decid rain forest,Microberlinia bisulcata ,N-fixer Fabaceae ,Tree (deciduous),Litterfall traps cleared every 2 weeks,26,5200,50,,,2.23,2.06,0.12,0.09,0.59,0.45,1.32,1.45,0.38,0.33,,,,,,,,
119,Chuyong et al. 2000 ,13,Cameroon,,,Korup National Park,5.2,9,A,Semi-decid rain forest,Tetraberlinia bifoliolata ,N-fixer Caesalpiniaceae ,Tree (deciduous),Litterfall traps cleared every 2 weeks,26,5200,50,,,1.76,1.53,0.1,0.07,0.42,0.22,0.58,0.51,0.14,0.16,,,,,,,,
120,Chuyong et al. 2000 ,13,Cameroon,,,Korup National Park,5.2,9,A,Semi-decid rain forest,Coula edulis ,Olacaceae,Tree (evergreen),Litterfall traps cleared every 2 weeks,26,5200,50,,,1.78,1.41,0.1,0.06,0.59,0.37,0.31,0.35,0.11,0.14,,,,,,,,
121,Chuyong et al. 2000 ,13,Cameroon,,,Korup National Park,5.2,9,A,Semi-decid rain forest,Oubanguia alata ,Scytopetalaceae ,Tree (evergreen),Litterfall traps cleared every 2 weeks,26,5200,50,,,2.02,1.43,0.12,0.06,1.22,0.66,0.67,0.7,0.3,0.26,,,,,,,,
122,Chuyong et al. 2000 ,13,Cameroon,,,Korup National Park,5.2,9,A,Semi-decid rain forest,Cola verticillata ,Malvaceae,Tree (evergreen),Litterfall traps cleared every 2 weeks,26,5200,50,,,1.91,1.31,0.11,0.07,0.93,0.68,1.04,0.93,0.38,0.34,,,,,,,,
73,Corte et al. (2009),14,Brazil,SP,Campinas,,-22.8,-47.1,C,,Anacardium occidentale,Anacardiaceae,Tree (deciduous),Picked from the plant,22.3,1410,670,,,2.18,1.09,,,,,,,,,76,66.2,158,136,1200,900,25,13.9
74,Corte et al. (2009),14,Brazil,SP,Campinas,,-22.8,-47.1,C,,Bixa orellana,Bixaceae,Tree (evergreen),Picked from the plant,22.3,1410,670,,,2.77,1.5,,,,,,,,,58.8,46.8,204,171,1200,800,33.3,16.2
559,Covelo et al. (2008),15,Spain,University of Vigo,,Control 1996,42.2,-8.7,C,Maritime pine forest,Quercus robur,Fagaceae,Tree (deciduous),Picked from the plant,15,1800,450,,,2.2,1.34,0.1,0.06,,,,,,,,,,,,,,
560,Covelo et al. (2008),15,Spain,University of Vigo,,Harvested 1996,42.2,-8.7,C,Maritime pine forest,Quercus robur,Fagaceae,Tree (deciduous),Picked from the plant,15,1800,450,,,1.79,0.91,0.13,0.05,,,,,,,,,,,,,,
561,Covelo et al. (2008),15,Spain,University of Vigo,,Control 1998,42.2,-8.7,C,Maritime pine forest,Quercus robur,Fagaceae,Tree (deciduous),Picked from the plant,15,1800,450,,,2.05,1.86,0.09,0.09,,,,,,,,,,,,,,
562,Covelo et al. (2008),15,Spain,University of Vigo,,Harvested 1998,42.2,-8.7,C,Maritime pine forest,Quercus robur,Fagaceae,Tree (deciduous),Picked from the plant,15,1800,450,,,2.07,1.71,0.1,0.09,,,,,,,,,,,,,,
563,Covelo et al. (2008),15,Spain,University of Vigo,,Control 1999,42.2,-8.7,C,Maritime pine forest,Quercus robur,Fagaceae,Tree (deciduous),Picked from the plant,15,1800,450,,,2.13,1.26,0.11,0.07,,,,,,,,,,,,,,
564,Covelo et al. (2008),15,Spain,University of Vigo,,Harvested 1999,42.2,-8.7,C,Maritime pine forest,Quercus robur,Fagaceae,Tree (deciduous),Picked from the plant,15,1800,450,,,1.88,1.15,0.09,0.05,,,,,,,,,,,,,,
565,Covelo et al. (2008),15,Spain,University of Vigo,,Control 2000,42.2,-8.7,C,Maritime pine forest,Quercus robur,Fagaceae,Tree (deciduous),Picked from the plant,15,1800,450,,,2.84,1.44,0.1,0.03,,,,,,,,,,,,,,
566,Covelo et al. (2008),15,Spain,University of Vigo,,Harvested 2000,42.2,-8.7,C,Maritime pine forest,Quercus robur,Fagaceae,Tree (deciduous),Picked from the plant,15,1800,450,,,2.44,1.37,0.11,0.05,,,,,,,,,,,,,,
567,Covelo et al. (2008),15,Spain,University of Vigo,,,42.2,-8.7,C,Maritime pine forest,Quercus robur,Fagaceae,Tree (deciduous),Picked from the plant,15,1800,450,,,2.15,1.57,0.13,0.07,,,,,,,,,,,,,,
538,Escudero et al. (1992),16,Spain,,,,41,-5.7,C,,Taxus baccata,Taxaceae,Conifers,Litterfall traps cleared monthly,12.5,650,1100,,,1.08,0.81,0.1,0.07,,,,,,,,,,,,,,
539,Escudero et al. (1992),16,Spain,,,,41,-5.7,C,,Pinus sylvestris,Pinaceae,Conifers,Litterfall traps cleared monthly,12.5,650,1100,,,1.03,0.52,0.08,0.04,,,,,,,,,,,,,,
540,Escudero et al. (1992),16,Spain,,,,41,-5.7,C,,Pinus halepensis,Pinaceae,Conifers,Litterfall traps cleared monthly,12.5,650,1100,,,1.05,0.62,0.06,0.03,,,,,,,,,,,,,,
541,Escudero et al. (1992),16,Spain,,,,41,-5.7,C,,Pinus pinea,Pinaceae,Conifers,Litterfall traps cleared monthly,12.5,650,1100,,,0.99,0.66,0.09,0.06,,,,,,,,,,,,,,
542,Escudero et al. (1992),16,Spain,,,,41,-5.7,C,,Pinus pinaster,Pinaceae,Conifers,Litterfall traps cleared monthly,12.5,650,1100,,,0.96,0.55,0.07,0.04,,,,,,,,,,,,,,
543,Escudero et al. (1992),16,Spain,,,,41,-5.7,C,,Ilex aquifolium,Aquifoliaceae,Tree (evergreen),Litterfall traps cleared monthly,12.5,650,1100,,,1.32,0.7,0.07,0.03,,,,,,,,,,,,,,
544,Escudero et al. (1992),16,Spain,,,,41,-5.7,C,,Quercus rotundifolia,Fagaceae,Tree (evergreen),Litterfall traps cleared monthly,12.5,650,1100,,,1.26,0.87,0.07,0.05,,,,,,,,,,,,,,
545,Escudero et al. (1992),16,Spain,,,,41,-5.7,C,,Quercus coccifera,Fagaceae,Tree (evergreen),Litterfall traps cleared monthly,12.5,650,1100,,,1.19,0.82,0.06,0.03,,,,,,,,,,,,,,
546,Escudero et al. (1992),16,Spain,,,,41,-5.7,C,,Quercus suber,Fagaceae,Tree (evergreen),Litterfall traps cleared monthly,12.5,650,1100,,,1.68,0.87,0.13,0.06,,,,,,,,,,,,,,
547,Escudero et al. (1992),16,Spain,,,,41,-5.7,C,,Salix atrocinerea,Salicaceae,Tree (deciduous),Litterfall traps cleared monthly,12.5,650,1100,,,1.8,1.13,0.2,0.09,,,,,,,,,,,,,,
548,Escudero et al. (1992),16,Spain,,,,41,-5.7,C,,Populus nigra,Salicaceae,Tree (deciduous),Litterfall traps cleared monthly,12.5,650,1100,,,1.81,0.67,0.16,0.04,,,,,,,,,,,,,,
549,Escudero et al. (1992),16,Spain,,,,41,-5.7,C,,Quercus faginea,Fagaceae,Tree (deciduous),Litterfall traps cleared monthly,12.5,650,1100,,,1.91,1.05,0.13,0.07,,,,,,,,,,,,,,
550,Escudero et al. (1992),16,Spain,,,,41,-5.7,C,,Frangula alnus,Rhamnaceae,Tree (deciduous),Litterfall traps cleared monthly,12.5,650,1100,,,2.98,1.13,0.09,0.03,,,,,,,,,,,,,,
551,Escudero et al. (1992),16,Spain,,,,41,-5.7,C,,Betula pubescens,Betulaceae,Tree (deciduous),Litterfall traps cleared monthly,12.5,650,1100,,,2.11,0.65,0.11,0.03,,,,,,,,,,,,,,
552,Escudero et al. (1992),16,Spain,,,,41,-5.7,C,,Sambucus nigra,Adoxaceae,Tree (deciduous),Litterfall traps cleared monthly,12.5,650,1100,,,3.81,1.91,0.31,0.21,,,,,,,,,,,,,,
553,Escudero et al. (1992),16,Spain,,,,41,-5.7,C,,Acer monspessulanum,Sapindaceae,Tree (deciduous),Litterfall traps cleared monthly,12.5,650,1100,,,1.98,1.15,0.11,0.05,,,,,,,,,,,,,,
554,Escudero et al. (1992),16,Spain,,,,41,-5.7,C,,Quercus pyrenaica,Fagaceae,Tree (deciduous),Litterfall traps cleared monthly,12.5,650,1100,,,1.85,0.98,0.13,0.06,,,,,,,,,,,,,,
555,Escudero et al. (1992),16,Spain,,,,41,-5.7,C,,Crataegus monogyna,Rosaceae,Tree (deciduous),Litterfall traps cleared monthly,12.5,650,1100,,,1.62,1.02,0.15,0.09,,,,,,,,,,,,,,
556,Escudero et al. (1992),16,Spain,,,,41,-5.7,C,,Fraxinus angustifolia,Oleaceae,Tree (deciduous),Litterfall traps cleared monthly,12.5,650,1100,,,2.33,1.4,0.19,0.09,,,,,,,,,,,,,,
557,Escudero et al. (1992),16,Spain,,,,41,-5.7,C,,Pyrus bourgaeana,Rosaceae,Tree (deciduous),Litterfall traps cleared monthly,12.5,650,1100,,,1.72,0.88,0.12,0.06,,,,,,,,,,,,,,
558,Escudero et al. (1992),16,Spain,,,,41,-5.7,C,,Prunus spinosa,Rosaceae,Tree (deciduous),Litterfall traps cleared monthly,12.5,650,1100,,,2.07,1.57,0.14,0.09,,,,,,,,,,,,,,
70,Feller et al. (2003),17,Belize,,,Fringe,16.8,-88.1,A,Mangrove forest,Rhizophora mangle,Rhizophoraceae,Tree (evergreen),Picked from the plant,25,2218,0,,,0.89,0.28,0.06,0.01,,,,,,,,,,,,,,
71,Feller et al. (2003),17,Belize,,,Transition,16.8,-88.1,A,Mangrove forest,Rhizophora mangle,Rhizophoraceae,Tree (evergreen),Picked from the plant,25,2218,0,,,0.91,0.32,0.05,0.01,,,,,,,,,,,,,,
72,Feller et al. (2003),17,Belize,,,Dwarf,16.8,-88.1,A,Mangrove forest,Rhizophora mangle,Rhizophoraceae,Tree (evergreen),Picked from the plant,25,2218,0,,,0.96,0.49,0.04,0.01,,,,,,,,,,,,,,
725,Finzi et al. (2001),18,USA,NC,Durham,FACE - 1997,36,-79.8,C,,Cercis canadensis,N-fixer Fabaceae ,Tree (deciduous),Recently fallen leaves,15.5,1140,123,,,2.36,1.01,0.13,0.05,,,,,,,,,,,,,,
726,Finzi et al. (2001),18,USA,NC,Durham,FACE - 1997,36,-79.8,C,,Cornus florida,Cornaceae,Tree (deciduous),Recently fallen leaves,15.5,1140,123,,,1.51,0.9,0.11,0.07,,,,,,,,,,,,,,
727,Finzi et al. (2001),18,USA,NC,Durham,FACE - 1997,36,-79.8,C,,Pinus taeda,Pinaceae,Conifers,Recently fallen leaves,15.5,1140,123,,,0.93,0.47,0.08,0.04,,,,,,,,,,,,,,
728,Finzi et al. (2001),18,USA,NC,Durham,FACE - 1997,36,-79.8,C,,Cercis canadensis,N-fixer Fabaceae ,Tree (deciduous),Recently fallen leaves,15.5,1140,123,,,2.09,1,0.11,0.07,,,,,,,,,,,,,,
729,Finzi et al. (2001),18,USA,NC,Durham,FACE - 1997,36,-79.8,C,,Cornus florida,Cornaceae,Tree (deciduous),Recently fallen leaves,15.5,1140,123,,,1.4,0.67,0.1,0.06,,,,,,,,,,,,,,
730,Finzi et al. (2001),18,USA,NC,Durham,FACE - 1997,36,-79.8,C,,Pinus taeda,Pinaceae,Conifers,Recently fallen leaves,15.5,1140,123,,,0.87,0.49,0.08,0.04,,,,,,,,,,,,,,
731,Finzi et al. (2001),18,USA,NC,Durham,FACE - 1998,36,-79.8,C,,Cercis canadensis,N-fixer Fabaceae ,Tree (deciduous),Recently fallen leaves,15.5,1140,123,,,2.66,1.13,0.14,0.05,,,,,,,,,,,,,,
732,Finzi et al. (2001),18,USA,NC,Durham,FACE - 1998,36,-79.8,C,,Cornus florida,Cornaceae,Tree (deciduous),Recently fallen leaves,15.5,1140,123,,,1.59,0.96,0.11,0.06,,,,,,,,,,,,,,
733,Finzi et al. (2001),18,USA,NC,Durham,FACE - 1998,36,-79.8,C,,Acer rubrum,Sapindaceae,Tree (deciduous),Recently fallen leaves,15.5,1140,123,,,1.58,0.74,0.12,0.04,,,,,,,,,,,,,,
734,Finzi et al. (2001),18,USA,NC,Durham,FACE - 1998,36,-79.8,C,,Liquidambar styraciflua,Altingiaceae,Tree (deciduous),Recently fallen leaves,15.5,1140,123,,,1.61,0.71,0.13,0.05,,,,,,,,,,,,,,
735,Finzi et al. (2001),18,USA,NC,Durham,FACE - 1998,36,-79.8,C,,Pinus taeda,Pinaceae,Conifers,Recently fallen leaves,15.5,1140,123,,,0.85,0.49,0.08,0.03,,,,,,,,,,,,,,
736,Finzi et al. (2001),18,USA,NC,Durham,FACE - 1998,36,-79.8,C,,Cercis canadensis,N-fixer Fabaceae ,Tree (deciduous),Recently fallen leaves,15.5,1140,123,,,2.22,1.14,0.13,0.07,,,,,,,,,,,,,,
737,Finzi et al. (2001),18,USA,NC,Durham,FACE - 1998,36,-79.8,C,,Cornus florida,Cornaceae,Tree (deciduous),Recently fallen leaves,15.5,1140,123,,,1.63,0.71,0.11,0.06,,,,,,,,,,,,,,
738,Finzi et al. (2001),18,USA,NC,Durham,FACE - 1998,36,-79.8,C,,Acer rubrum,Sapindaceae,Tree (deciduous),Recently fallen leaves,15.5,1140,123,,,1.54,0.7,0.13,0.06,,,,,,,,,,,,,,
739,Finzi et al. (2001),18,USA,NC,Durham,FACE - 1998,36,-79.8,C,,Liquidambar styraciflua,Altingiaceae,Tree (deciduous),Recently fallen leaves,15.5,1140,123,,,1.4,0.64,0.11,0.06,,,,,,,,,,,,,,
740,Finzi et al. (2001),18,USA,NC,Durham,FACE - 1998,36,-79.8,C,,Pinus taeda,Pinaceae,Conifers,Recently fallen leaves,15.5,1140,123,,,0.83,0.5,0.09,0.04,,,,,,,,,,,,,,
469,Fioreto et al. (2003),19,Italy,,,Natural Reserve of Castel Volturno,41,13.9,C,Mediterranean shrubland,Myrtus communis,Myrtaceae,Tree (evergreen),Picked from the plant,18.6,680,7,52,49.2,1.67,0.78,0.1,0.06,0.66,0.39,0.84,1.07,0.2,0.26,,,,,,,,
470,Fioreto et al. (2003),19,Italy,,,Natural Reserve of Castel Volturno,41,13.9,C,Mediterranean shrubland,Cistus incanus,Cistaceae,Tree (evergreen),Picked from the plant,18.6,680,7,50.7,47.9,2.36,1.01,0.18,0.07,0.87,0.58,0.91,1.17,0.14,0.12,,,,,,,,
796,Flanagan & van Cleve (1983),20,USA,AK,Fairbanks,,64.9,-147.7,D,,Betula papyrifera,Betulaceae,Tree (deciduous),Picked from the plant,-3,400,162,,,2.1,1.4,0.22,0.22,,,,,,,,,,,,,18,
797,Flanagan & van Cleve (1983),20,USA,AK,Lake Minchumina,,63.9,-152.3,D,,Betula papyrifera,Betulaceae,Tree (deciduous),Picked from the plant,-3,400,162,,,1.9,0.5,0.15,0.09,,,,,,,,,,,,,28,
